date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:25:59	34480/34480	---M--	200	added ('OK')	font/woff2	date:Thu,%2020%20Aug%202026%2012:25:52%20GMT	https://arianaadrian.katsudoto.id/cf-fonts/s/cormorant-upright/5.2.7/latin/700/normal.woff2	D:/Undangan-new/arianaadrian.katsudoto.id/cf-fonts/s/cormorant-upright/5.2.7/latin/700/normal.woff2	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:00	9392/9392	---M--	200	added ('OK')	font/woff2	date:Thu,%2020%20Aug%202026%2012:25:52%20GMT	https://arianaadrian.katsudoto.id/cf-fonts/s/cormorant-upright/5.2.7/vietnamese/700/normal.woff2	D:/Undangan-new/arianaadrian.katsudoto.id/cf-fonts/s/cormorant-upright/5.2.7/vietnamese/700/normal.woff2	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:00	26800/26800	---M--	200	added ('OK')	font/woff2	date:Thu,%2020%20Aug%202026%2012:25:53%20GMT	https://arianaadrian.katsudoto.id/cf-fonts/s/cormorant-upright/5.2.7/latin-ext/700/normal.woff2	D:/Undangan-new/arianaadrian.katsudoto.id/cf-fonts/s/cormorant-upright/5.2.7/latin-ext/700/normal.woff2	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:00	15908/15908	---M--	200	added ('OK')	font/woff2	date:Thu,%2020%20Aug%202026%2012:25:53%20GMT	https://arianaadrian.katsudoto.id/cf-fonts/s/ovo/5.2.8/latin/400/normal.woff2	D:/Undangan-new/arianaadrian.katsudoto.id/cf-fonts/s/ovo/5.2.8/latin/400/normal.woff2	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:01	93376/93376	---M-Z	200	added ('OK')	text/css	date:Tue,%2016%20Jun%202026%2009:31:06%20GMT	https://arianaadrian.katsudoto.id/public/dist/4e66ef9e.css	D:/Undangan-new/arianaadrian.katsudoto.id/public/dist/4e66ef9e.css	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:01	14109/14109	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202026%2010:48:38%20GMT	https://katsudoto.id/media/template/exclusive/arsya/original/mask-couple.png	D:/Undangan-new/katsudoto.id/media/template/exclusive/arsya/original/mask-couple.png	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:01	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2012:25:54%20GMT	https://arianaadrian.katsudoto.id/cdn-cgi/challenge-platform/scripts/jsd/main.js	D:/Undangan-new/arianaadrian.katsudoto.id/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:01	20825/20825	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2020%20Aug%202026%2012:25:54%20GMT	https://arianaadrian.katsudoto.id/cdn-cgi/challenge-platform/h/g/scripts/jsd/aae2b9a1c261/main.js?	D:/Undangan-new/arianaadrian.katsudoto.id/cdn-cgi/challenge-platform/h/g/scripts/jsd/aae2b9a1c261/maind41d.js	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:02	210538/210538	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202026%2007:07:26%20GMT	https://katsudoto.id/media/template/exclusive/arsya/original/Orn-45.png	D:/Undangan-new/katsudoto.id/media/template/exclusive/arsya/original/Orn-45.png	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:02	104952/104952	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202026%2010:48:39%20GMT	https://katsudoto.id/media/template/exclusive/arsya/original/Orn-55.png	D:/Undangan-new/katsudoto.id/media/template/exclusive/arsya/original/Orn-55.png	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:02	196020/196020	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202026%2007:07:23%20GMT	https://katsudoto.id/media/template/exclusive/arsya/original/Orn-25.png	D:/Undangan-new/katsudoto.id/media/template/exclusive/arsya/original/Orn-25.png	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:02	198073/198073	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202026%2010:48:39%20GMT	https://katsudoto.id/media/template/exclusive/arsya/original/Orn-46.png	D:/Undangan-new/katsudoto.id/media/template/exclusive/arsya/original/Orn-46.png	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
19:26:02	79740/79740	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202026%2010:48:38%20GMT	https://katsudoto.id/media/template/exclusive/arsya/original/Orn-11.png	D:/Undangan-new/katsudoto.id/media/template/exclusive/arsya/original/Orn-11.png	(from https://arianaadrian.katsudoto.id/821963?mode=DREAMBOARD)
